,Zone,Recipy_Name,Main_Ingredients,Ingredients,Recipy_Link
183,east,Sweet Corn Chicken Soup,"['chicken', ' cream style corn']","['Sweet Corn, cream style: 1 tin\t\r', 'Chicken stock: 1.25 litres (5 cups) OR water\r', 'Chicken - 1/4 kg, with bone washed and drained\r', 'Spring onions - 2 tbsps, finely chopped\r', 'Ginger - 1/2 tsp, finely minced\r', 'Spring onion greens - 4 tbsps, finely chopped\r', 'Cornflour - 2 1/2 to 3 tbsps (corn starch)\r', 'Light soy sauce - 1/2 tsp (optional)\r', 'Egg - 1, beaten lightly\r', 'Sugar: 3/4 tbsp\r', 'Salt\t to taste\r', 'Sesame oil - 1 tsp\r', 'White pepper powder - as required\r', 'Spring onion greens: 3-4 tbsps (finely chopped) for garnish']",http://www.sailusfood.com/2013/06/18/sweet-corn-chicken-soup-indo-chinese/
184,east,Rava Payasam ~ Sooji Kheer,"['semolina', ' milk']","['Milk -  3/4 lt\r', 'Water - 1/4 lt\r', 'Semolina - 5 tbsps (rava/sooji)\r', 'Sugar - 1/2 cup\r', 'Cardamom powder - 1/2 tsp\r', 'Ghee - 1 tbsp\r', 'Cashew nuts - few\r', 'Raisins - fistful (optional)']",http://www.sailusfood.com/2013/04/08/rava-payasam-sweet-dish-recipe/
185,east,Instant Oats Idli,"['oats', ' semolina']","['Oats - 1 1/2 cups, dry roast for 4 minutes, cool and grind to a fine powder\r', 'Semolina - 3/4 cup (sooji/upma rava)\r', 'Yogurt - 1 cup (curd)\r', 'Carrot - 1, peeled and grated\r', 'Salt to taste\r', 'Eno Salt - 1/2 tsp (or cooking soda)\r', 'Water as required\r', 'For Tempering/Poppu/Tadka:\r', 'Mustard seeds - 1/2 tsp\r', 'Split Black Gram Dal - 1 tsp (urad dal/minappapu)\r', 'Asafoetida - 1/4 tsp (Hing)\r', 'Green chilies - 2, finely chopped\r', 'Curry leaves - 1 sprig\r', 'Coriander leaves - 1-2 tbsps, finely chopped (optional)\r', 'Oil - 2 tsps']",http://www.sailusfood.com/2012/08/22/instant-oats-idli-recipe/
186,east,Perugu Garelu ,"['Black gram dal', ' Yogurt']","['Whole urad dal - 1 cup (minnappa gullu)\r', 'Salt to taste\r', 'Oil for deep frying\r', 'Yogurt - 2 cups, thick curd\r', 'Green chilies - 2, finely minced\r', 'Ginger - 1"", finely minced\r', 'Carrot - 2 tbsps (grated)\r', 'Fresh coriander leaves - 2 tbsps, finely minced\r', 'For tempering/tadka/poppu:\r', 'Mustard seeds - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'Red chilies - 2\r', 'Split gram dal - 1 tsp (minapappu)\r', 'Asafoetida - pinch (inguva/poppu)\r', 'Curry leaves - 1 sprig\r', 'Oil - 2 tsps']",http://www.sailusfood.com/2012/11/12/perugu-garelu-andhra-style-recipe/
187,east,Gobi Masala ,"['gobi', ' tomato']","['Cauliflower - half head, soak florets in salted hot water for 15 mts\r', 'Fresh green peas - 1/3 cup (matar) (optional)\r', 'Onion - 1, large, finely chopped\r', 'Tomatoes - 1, medium, finely chopped\r', 'Ginger â€“ Green Chilli paste (2 or 3 green chilies+1/2"" ginger piece)\r', 'Curd - 1/4 cup, beaten\r', 'Turmeric powder - 1/4 tsp\r', 'Red Chili powder -1 tsp\r', 'Coriander powder - 1 tsp\r', 'Cumin powder â€“ 1/4 tsp\r', 'Kasuri Methi - 1/2 tsp\r', 'Garam masala powder - pinch\r', 'Salt to taste\r', 'Oil - 2 1/2 tbsps\r', 'Make a paste:\r', 'Poppy seeds â€“ 1 tsp (dry roast for 4 mts)\r', 'Cashew nuts â€“ 1/4 cup']",http://www.sailusfood.com/2013/11/28/gobi-masala-gobi-recipes-north-indian/
188,east,Chilakada Dumpa Pulusu ~ Andhra Style Sweet Potato Stew,"['sweet potato', ' tamarind']","['Sweet potato - 2, large, wash, scrub dirt and cut into 1.5"" pieces\r', 'Shallots - 12 or one medium onions, quartered\r', 'Tomato - 2, quartered\r', 'Green chillis - 2, slit length wise. adjust to suit your spice level\r', 'Turmeric - 1/4 tsp\r', 'Tamarind - small lemon size (extract the juice in 1 cup warm water)\r', 'Jaggery - 1/2 tbsp, gratred or sugar (optional)\r', 'Salt to taste\r', 'Fresh coriander leaves for garnish\r', 'For spice pwd: Roast in a tsp of oil for 5 mts, cool and grind to a coarse powder\r', 'Dry red chilis - 2\r', 'Cumin seeds - 1/4 tsp \r', 'Coriander seeds - 1 1/2 tsps\r', 'Bengal gram - 1 tsp, channa dal/senga pappu\r', 'Split gram dal - 1 tsp urad dal/minapa pappu\r', 'Fenugreek seeds - pinch methi/menthulu\r', 'Sesame seeds - 1 tsp til/nuvvulu \r', 'For tempering/poppu/tadka:\r', 'Oil - 1 tbsp\r', 'Mustard seeds - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'Split gram dal - 1/2 tsp, minapapappu/urad dal\r', 'Fenugreek seeds - pinch, menthulu/methi\r', 'Asafoetida/ - pinch, hing/inguva OR 3 crushed garlic flakes\r', 'Dry red chilli - 1-2, tear into pieces and de-seed\r', 'Curry leaves - 1 sprig']",http://www.sailusfood.com/2013/08/02/chilakada-dumpa-pulusu-sweet-potato-indian-recipes/
189,east,Refreshing Salads,"['lettuce', ' apple']",[],http://www.sailusfood.com/2007/07/16/refreshing-salads/
190,east,Cheese corn balls recipe,['corn. cheese'],"['Sweet corn - 3/4 cup, boiled \r', 'Potatoes - 2, medium, boiled and peeled\r', 'Cheese - 3/4 cups, grated (I used a 50:50 ratio of mozzarella and Amul processed cheese)\r', 'Corn flour - 2 tbsps\r', 'Ginger-green chilli paste - 1 tsp\r', 'Black pepper powder - 1/4 tsp\r', 'Coriander leaves - 1/4 cup, chopped\r', 'Salt to taste \r', 'Oil for deep frying\r', 'Corn flour for coating\r', 'Breadcrumbs for coating\r', 'For Batter\r', 'All purpose flour - 2 tbsps\r', 'Corn flour - 2 tbsps mixed in 1/2 cup water\r', 'Salt to taste']",http://www.sailusfood.com/2016/02/25/cheese-corn-balls-recipe/
191,east,Chicken Masala Balls,['chicken'],"['1/2 kg boneless chicken pieces, cleaned and washed\r', '1 large onion finely sliced\r', '8-10 fresh green chillis\r', '5-6 dry red chillis (adjust according to your choice)\r', '15 garlic flakes\r', '3"" piece ginger chopped\r', 'small bunch coriander leaves, chopped\r', '3 tbsps coriander seeds\r', '1 tbsp cumin seeds\r', '2"" cinnamon stick\r', '3 green cardamoms\r', '5-6 cloves\r', '20 cashewnuts\r', 'salt to taste\r', 'oil for deep frying']",http://www.sailusfood.com/2007/01/10/chicken-masala-balls/
192,east,Quick & Easy Chicken Pulao,"['rice', ' chicken']",[],http://www.sailusfood.com/2010/06/13/quick-easy-chicken-pulao/
193,east,Ragi Idli,['ragi'],"['Urad dal - 1/2 cup, soak in water for 2 to 3 hours\r', 'Cream of rice - 1 cup (Idli rava)\r', 'Ragi flour - 1 cup\r', 'Salt - 1/2 tsp\r', 'Cooking soda - pinch']",http://www.sailusfood.com/2013/04/03/ragi-idli-healthy-indian-breakfast/
194,east,Homemade chocolate,"['milk powder', ' cocoa powder']","['Cocoa powder - 5 tbsps\r', 'Milk powder - 1 1/4 cups\r', 'Butter - 1/4 cup\r', 'Sugar - 2/3 cup\r', 'Water - 1/2 cup']",http://www.sailusfood.com/2013/04/12/homemade-chocolate-recipe/
195,east,Pav Bhaji -Medley of  Spiced Mashed Vegetables With Toasted Buns,"['carrots', ' beans', ' cauliflower', ' potatoes']",[],http://www.sailusfood.com/2006/03/01/pav-bhaji-medley-of-spiced-mashed-vegetables-with-toasted-buns/
196,east,Kothimeera Atukulu ~ Coriander Poha,"['beaten rice', ' coriander leaves']","['Poha - 2 cups, (beaten rice/atukulu/aval)\r', 'Turmeric powder - 1/4 tsp\r', 'Salt to taste\r', 'To grind to a paste:\r', 'Coconut - 1/3 cup, fresh and grated\r', 'Green chilis - 2\r', 'Coriander leaves - 3/4 cup, fresh and chopped\r', 'Lemon juice - 1 1/2 tsps \r', 'Rasam powder - 1/2 tsp (homemade or store bought) \r', 'Jaggery - 1 tsp, grated or sugar\r', 'For poppu/tadka/tempering:\r', 'Mustard seeds - 1/2 tsp\r', 'Urad dal - 1 tsp\r', 'Cinnamon stick - 1/2""\r', 'Asafoetida - pinch (optional)\r', 'Curry leaves - 1 sprig\r', 'Oil - 1 1/2 tbsps']",http://www.sailusfood.com/2013/10/23/coriander-poha-kids-tiffin-recipes/
197,east,Kodi Kura -Simple Traditional Chicken Curry,"['chicken', ' shallots']","['1/2 kg chicken ,cleaned and cut into medium sized pieces\r', '1 tbsp ginger garlic paste\r', '1 cup button onions/sambar onions (peeled)\r', 'whole spices (3 elachi, 2""dalchini, 6 cloves,one star anise)\r', '2 cups of water\r', 'salt\r', 'oil\r', 'chopped coriander leaves for garnish\r', '1 tbsp coriander seeds\r', '1/4 tsp cumin seeds\r', '5-6 dry red chillis\r', '1 tsp saunf (fennel seeds)\r', '2 elachi (green cardamom)\r', '4 lavanga (cloves)\r', '2"" dalchini (cinnamon)']",http://www.sailusfood.com/2005/12/11/kodi-kura-simple-traditional-chicken-curry/
198,east,Welcome To My Indian Food Blog - Sailu's Kitchen!,[],[],http://www.sailusfood.com/2005/11/08/welcome-to-my-blog/
199,east,Celebrating Ugadi - Ayurveda & Wellness,[],[],http://www.sailusfood.com/2008/04/07/celebrating-ugadi-ayurveda-wellness/
200,east,Gujarati Dal,"['tur dal', ' jaggery']","['Tur dal - 1/2 cup (kandi pappu/split pigeon peas)\r', 'Peanuts - fistful, raw\r', 'Tomato - 1, medium, finely chopped\r', 'Jaggery - 1 tbsp to 1 1/2 tbsps, grated\r', 'Green chilis - 2, slit\r', 'Ginger - 1"", finely minced\r', 'Red chilli powder - 1 tsp\r', 'Turmeric powder - 1/4 tsp\r', 'Lemon juice - 1 to 1 1/2 tbsps or 1/2 tsp amchur powder  or 2 pieces of dried kokum or 3/4 tbsp tamarind paste\r', 'Salt to taste\r', 'Fresh coriander leaves to garnish\r', 'For poppu/tempering/tadka:\r', 'Oil - 1 tbsp OR ghee\r', 'Mustard seeds - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'Fenugreek seeds - 1/4 tsp (methi/menthulu)\r', 'Asafoetida - 1/4 tsp\r', 'Dry red chilis - 1 or 2, tear, de-seed\r', 'Cinnnamon stick - 1"" \r', 'Bay leaf - 1\r', 'Curry leaves - 1 sprig']",http://www.sailusfood.com/2013/11/04/gujarati-dal-recipe-vegetarian-dish/
201,east,Chicken Salna ,['chicken'],"['Chicken - 1 kg, cut into bite sized pieces, washed and drained\r', 'Onion - 2 large, finely chopped\r', 'Tomato - 1, medium, chopped (optional)\r', 'Ginger garlic paste - 1 tbsp \r', 'Red chili powder - 1 1/2 to 2 tsps (adjust)\r', 'Curry leaves - 1 sprig\r', 'Oil - 4 tbsps\r', 'Salt to taste\r', 'Fresh coriander leaves - for garnish\r', 'Shallots - 5 (optional)\r', 'Green chilies - 2 (optional)\r', 'Fresh coconut - 1/4 cup\r', 'Roasted chick peas - 2 tbsps (dalia/putnala pappu) OR roasted peanuts OR cashew nuts - 6-7\r', 'Roast for 3-4 mts on low flame:\r', 'Cloves - 3\r', 'Cinnamon stick - 1/2""\r', 'Cardamom - 1\r', 'Cumin seeds - 1 tsp \r', 'Poppy seeds - 1/2 tsp\r', 'Fennel seeds - 1 tsp\r', 'Black pepper corns - 1 tsp']",http://www.sailusfood.com/2013/12/18/chicken-salna-recipe-tamil-nadu/
202,east,Weekend Gardening - Mango Trees In Our Backyard,['mangoes'],[],http://www.sailusfood.com/2007/05/19/weekend-gardening-mango-trees-in-our-backyard/
203,east,Mango Salsa,['ripe mango'],[],http://www.sailusfood.com/2007/07/20/mango-salsa/
204,east,"""Indian Drinks And Sharbats"" - Cool Fruit Treats To Beat The Summer Heat",[],[],http://www.sailusfood.com/2006/03/20/indian-drinks-and-sharbats-cool-fruit-treats-to-beat-the-summer-heat/
205,east,High Raw Food ~ Star-fruit Chickpea Capsicum Salad,"['capsicum', ' chickpeas']",[],http://www.sailusfood.com/2009/12/30/high-raw-food-star-fruit-chickpea-capsicum-salad/
206,east,Paneer Bhurji ,['paneer'],[],http://www.sailusfood.com/2010/04/13/paneer-bhurji/
207,east,Aloo Rasedar (no onion no garlic recipe),['potato'],"['Potatoes - 3, large, boiled and peeled\r', 'Red chili powder - 1 tsp\r', 'Turmeric powder - 1/4 tsp\r', 'Roasted cumin powder - 1/4 tsp\r', 'Coriander powder - 1 1/2 tsps\r', 'Fennel seed powder - 3/4 tsp\r', 'Garam masala powder - 1/4 tsp\r', 'Kasuri methi - 1 tsp, crushed\r', 'Salt to taste\r', 'For tempering/poppu/tadka:\r', 'Oil - 1 tbsp\r', 'Mustard seeds - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'Methi seeds - 1/4 tsp\r', 'Asafoetida - pinch (optional)\r', 'Dry red chilis - 1 or 2, tear and de-seed (optional)']",http://www.sailusfood.com/2013/11/07/aloo-rasedar-recipe-north-indian-food/
208,east,Pesara pappu-Thotakura kadala Kootu ~ Moong dal with Amaranth stalks,"['moong dal', ' amaranth leaves']",[],http://www.sailusfood.com/2010/04/06/pesara-pappu-thotakura-kadala-kootu-moong-dal-with-amaranth-stalks/
209,east,Bangaladumpa Beans Vepudu ~ Potato French Beans Stir Fry,"['potatoes', ' french beans']",[],http://www.sailusfood.com/2009/01/28/bangaladumpa-beans-vepudu-potato-french-beans-stir-fry/
210,east,Pudina Kobbari Pachadi ~ Mint Coconut Chutney,"['coconut', ' mint', ' coriander leaves']",[],http://www.sailusfood.com/2010/04/05/pudina-kobbari-pachadi-mint-coconut-chutney/
211,east,Masala Dosa - South Indian Breakfast/Tiffin,"['rice', ' urad dal', ' potato']",[],http://www.sailusfood.com/2005/11/19/masala-dosa-sourdough-crepe-wrapped-round-potato-curry-south-indian-tiffinsnack/
212,east,Basic Butter Cake,"['flour', ' butter', ' eggs']","['Butter - 1 cup + 4 tbsps (unsalted and softened)\r', 'Sugar - 1 3/4 cups (caster sugar or very fine granulated sugar)\r', 'Vanilla Essence - 2 tsps\r', 'Eggs - 4 \r', 'Maida - 2 1/2 cups (all purpose flour)\r', 'Baking powder - 2 tsps\r', 'Baking soda - 1/2 tsp\r', 'Milk - 2/3 cup \r', 'Buttermilk - 1/3 cup\r', 'Salt - 1/2 tsp']",http://www.sailusfood.com/2012/11/26/butter-cake-recipe/
213,east,Chicken 65,['boneless chicken'],"['Boneless chicken - 250 gms/1/4 kg (cut into small bite sized pieces)\r', 'Oil for deep frying\r', 'Yogurt - a little less than 1/2 cup (perugu/curd)\r', 'Salt to taste\r', 'Turmeric powder - 1/4 tsp\r', 'Red chili powder - 1/2 tsp\r', 'Coriander powder - 1/4 tsp\r', 'For Marinade: ', 'Turmeric powder - large pinch\r', 'Red Chili powder - 1 tsp\r', 'Black pepper powder - 1/4 tsp\r', 'Ginger garlic paste - 1 tsp\r', 'Lemon juice - 1/2 tbsp\r', 'Salt  to taste\r', 'To coat chicken that has been marinated: ', 'Egg - 1\r', 'Cornflour - 1 1/2  tbsp\r', 'Rice flour - 1/2 tbsp\r', 'For Tempering/poppu/tadka: ', 'Cooking oil - 1/2 tbsp\r', 'Curry leaves - 1 sprg\r', 'Garlic - 2 cloves, minced (optional)\r', 'Ginger - 1/2"", minced\r', 'Green chilies - 4-5, slit length wise']",http://www.sailusfood.com/2012/05/27/chicken-65-recipe/
214,east,Akki Roti - Ellu Pajji ~ Rice Roti with Sesame seeds Chutney ,"['cooked rice', ' rice flour']","['For Akki Otti/Roti:\r', 'Cooked rice - 3 cups (fresh cooked rice is best)\r', 'Rice flour - 1 cup \r', 'Salt to taste\r', 'Rice flour for dusting while rolling ooti/roti\r', 'For Ellu Pajji:\r', 'Sesame seeds - 1/3 cup (ellu/til/nuvvulu)\r', 'Grated coconut - 1/3 cup\r', 'Shallots - 2, roast over fire till skin darkens (sambar onions) remove the skin (optional)\r', 'Green chilies - 3 or 4\r', 'Tamarind paste - 3/4 tbsp\r', 'Jaggery - 1 tbsp\r', 'Salt to taste']",http://www.sailusfood.com/2013/03/28/akki-roti-ellu-pajji-rice-roti-recipe/
215,east,Quick Bread Cutlets,"['bread', ' potatoes']",[],http://www.sailusfood.com/2010/06/02/quick-bread-cutlets/
216,east,Carrot kheer recipe,"['carrot', ' milk']","['Red carrots - approx 400 gms, peeled and grated (approx 1 1/2 cups)\r', 'Milk - 3 1/4 cups\r', 'Water - 1/4 cup\r', 'Almonds - 10, soak in hot water for 15 mts and peel\r', 'Sugar - 1/3 cup + 1 tbsp\r', 'Cardamom powder - 1/2 tsp\r', 'Ghee - 1 tbsp\r', 'Pistachios or cashewnuts - 6-7\r', 'Saffron - few strands, soaked in a tbsp of warm milk (optional)']",http://www.sailusfood.com/2016/01/01/carrot-kheer-recipe/
217,east,Coconut Ladoo,"['coconut', ' condensed milk']",[],http://www.sailusfood.com/2011/09/24/coconut-laddu-recipe-condensed-milk-laddoo/
218,east,Anapakaya Sengapappu Kura ~ Bottle gourd-Channa dal curry,['bottle gourd'],[],http://www.sailusfood.com/2009/05/30/anapakaya-sengapappu-kura-bottle-gourd-channa-dal-curry/
219,east,Kobbari Burfi ~ Coconut Sweet,"['coocnut', ' sugar']",[],http://www.sailusfood.com/2009/12/23/kobbari-burfi-coconut-sweet/
220,east,Jihva For Ingredients - Dals (Lentils),['dal'],[],http://www.sailusfood.com/2006/05/27/jihva-for-ingredients-dals-lentils/
221,east,Pala Munjalu ,"['rice flour', ' chana dal', ' jaggery']","['Rice flour - 2 cups (if store bought)\r', 'Milk - 1 cup\r', 'Sugar - 1 1/2 tbsps\r', 'Salt - 1/4 tsp\r', 'Ghee - for greasing while preparing the balls\r', 'Oil for deep frying\r', 'For filling:\r', 'Chana dal - 1 cup\r', 'Sugar - 1 cup OR Jaggery - 1 cup, grated\r', 'Cardamom powder - 1/2 tsp\r', 'Salt - pinch']",http://www.sailusfood.com/2013/11/02/pala-munjalu-traditional-indian-sweets/
222,east,Wonder Herb -  'AMLA' or Indian Gooseberry,"['amla', ' sugar']",[],http://www.sailusfood.com/2005/12/04/wonder-herb-amla-or-indian-gooseberry/
223,east,Kaccha Kheema Kofta Curry - Meat Balls Curry,['meat'],[],http://www.sailusfood.com/2006/08/18/kaccha-kheema-kofta-curry-meat-balls-curry/
224,east,Raw Food ~ Pineapple Paneer Salad,"['pineapple', ' paneer']",[],http://www.sailusfood.com/2009/11/30/raw-food-pineapple-paneer-salad/
225,east,Neer Dosa Recipe,['rice'],"['Raw rice - 1 1/2 cups (you can use Sona Masuri)\r', 'Fresh coconut - 2 tbsps, grated (optional)\r', 'Salt to taste\r', 'Oil to grease pan']",http://www.sailusfood.com/2014/07/15/neer-dosa-recipe/
226,east,Crispy Onion Samosa Recipe,"['flour', ' onions']","['Flour - 1 1/2 cups\r', 'Salt - 1/4 tsp\r', 'Lemon juice - 1 1/2 tsps\r', 'Oil for deep frying\r', 'Flour paste (mix 1/4 cup maida (flour) in little water to make a paste)\r', 'For filling:\r', 'Onion - 1, very large, sliced\r', 'Red chili powder - 1/2 tsp\r', 'Poha - 1/3 cup beaten rice/atukulu), ground to a powder\r', 'Salt to taste\r', 'Coriander leaves - 2 tsps, finely chopped (optional)\r', 'Oil - 2 tsps']",http://www.sailusfood.com/2013/08/23/crispy-onion-samosa-recipe-indian-snacks/
227,east,Arati Kaya (Plantain) Chips,['raw plantain'],"['2 raw green plantains, firm and unripe\r', 'oil for deep-frying\r', 'salt to taste\r', 'chilli pwd to taste OR 1-2 dry red chillis de-seeded (optional)']",http://www.sailusfood.com/2008/02/13/arati-kaya-plantain-chips/
228,east,Sesame Honey Rice Balls,"['rice', ' vegetables', ' honey', ' sesame seeds']",[],http://www.sailusfood.com/2011/05/04/sesame-honey-rice-balls/
229,east,Bhindi Sambhariya ~ Gujarati Style Stuffed Okra,"['bhindi', ' peanuts', ' coconut', ' coriander leaves']",[],http://www.sailusfood.com/2011/08/18/bhindi-sambhariya-gujarati-style-stuffed-okra/
230,east,Bangaladumpa Vepudu - Potato Stir Fry (1),['potato'],[],http://www.sailusfood.com/2009/03/08/bangaladumpa-vepudu-potato-stir-fry-1/
231,east,Tomato Curry,['tomato'],"['1/2 kg fresh tomatoes, finely chopped\r', '2 large onions, finely chopped\r', '1/2 tsp mustard seeds\r', '10-12 fresh curry leaves\r', '10-12 garlic cloves, slightly crushed\r', 'pinch of turmeric pwd\r', '1 tsp red chilli pwd (adjust)\r', '1/2 tsp coriander pwd\r', 'salt to taste\r', '1 tbsp grated jaggery\r', '2 tbsp coriander leaves\r', '1 tbsp oil']",http://www.sailusfood.com/2007/08/28/tomato-curry/
232,east,Brown Rice Salad,['brown rice'],[],http://www.sailusfood.com/2009/01/06/brown-rice-salad/
233,east,Puliyodharai ~ Tamarind Rice,"['rice', ' tamarind']","['Raw rice - 2 cups (cook such that each grain is separate, spread to cool)\r', 'Turmeric - 1/2 tsp (haldi/pasupu)\r', 'Tamarind - large lemon size/golf size ball (soak in 1/2 cup of hot water and extract pulp)\r', 'Jaggery - 1/2 tbsp \r', 'Roasted peanuts - 2 fistfuls (approx 1/3 cup)\r', 'Salt to taste\r', 'For tempering/poppu/tadka:\r', 'Mustard seeds - 1/2 tsp\r', 'Channa dal - 1 tbsp (split bengal gram/senaga pappu)\r', 'Urad dal - 1 tbsp (minappapu/split black gram)\r', 'Dry red chilli - 2, tear and de-seed\r', 'Asafoetida - 1/4 tsp (hing/inguva)\r', 'Gingelly oil - 3 tbsps\r', 'Puliyogare Powder Mix:\r', 'Coriander seeds - 2 1/2 tbsps\r', 'Chana dal - 1 tbsp\r', 'Urad dal - 1/2 tbsp\r', 'Methi seeds - 1/2 tsp\r', 'Cumin seeds - 1/2 tsp\r', 'White sesame seeds - 1 1/2 tbsps (til/nuvvulu)\r', 'Curry leaves - 2 sprigs (15-18 leaves)\r', 'Black pepper corns - 1/2 tbsp (for a spicer flavor use 1 tbsp)\r', 'Dry red chilis - 4-5']",http://www.sailusfood.com/2013/10/14/puliyodharai-recipe-tamil-food/
234,east,Palakura Pappu - Spinach Dal,['spinach'],"['1 small cup tur dal/red gram dal/kandi pappu\r', '2 cups chopped and tightly packed palakura/palak/spinach\r', '1 onion, chopped\r', 'big pinch turmeric pwd\r', '2-3 green chillis, slit lengthwise\r', '1/2 tsp chopped ginger\r', 'salt to taste\r', '1 1/2 cups water, approx\r', '1/2 tsp mustard seeds\r', '1/2 tsp cumin seeds\r', '1/2 tsp urad dal/minappa pappu/split gram dal (optional)\r', '3-4 garlic cloves, crushed\r', '2 dry red chillis, de-seed and tear\r', '10-12 fresh curry leaves\r', '2-3 tsps oil']",http://www.sailusfood.com/2008/07/07/palakura-pappu-spinach-dal-palak/
235,east,Mamidikaya (Raw Mango) Semiya Upma,"['vermicelli', ' raw mango']",[],http://www.sailusfood.com/2011/05/16/mamidikaya-raw-mango-semiya-upma/
236,east,Eggless Fruit Cake,"['dry fruits', ' flour']","['All purpose flour - 1 1/2 cups (maida)\r', 'Yogurt - 1 cup (curd)\r', 'Dark brown sugar - 1 cup\r', 'Baking powder - 1 1/4 tsp\r', 'Baking soda - 3/4 tsp (1/2 tsp + 1/4 tsp divided)\r', 'Hot water - 2 tbsps\r', 'Vegetable oil - 1/3 cup\r', 'Vinegar - 1 tbsp\r', 'Vanilla essence - 1 tsp\r', 'Shah jeera powder - 1/4 tsp\r', 'Cinnamon powder - small pinch\r', 'Dry ginger powder - 1/4 tsp\r', 'Clove powder - 1/4 tsp\r', 'Nutmeg powder - small pinch\r', 'Lemon zest - 1/2 tsp \r', 'To prepare rum soaked dry fruits and nuts:\r', 'Dry fruits and nuts - 1 1/2 to 2 cups (tutti frutti, dried currants, figs, dates, candied lemon & orange peel, golden raisins, preserved cherries, cashewnuts and almonds)\r', '1/2 tsp nutmeg pwd\r', '1/2 tsp cinnamon powder\r', '1/2 tsp clove pwd\r', '3/4 cup dark rum\r', '1/2 cup red wine']",http://www.sailusfood.com/2013/12/09/eggless-fruit-cake-recipe-christmas/
